first_surname,second_surname,name,team,race_time,gender,distance,style,category,date,event_time,Piscina Corta
peña,navarro,jimena,C.N.Cadiz,00:00:48.620000,fem,50,braza,alevin,2023-04-01,10:36:00,False
armendáriz,núñez,michelle,C.N.Puerto Real,00:00:49.030000,fem,50,braza,alevin,2023-04-01,10:36:00,False
ramirez,varela,laura,FusionColombino-Lepe,00:00:52.140000,fem,50,braza,alevin,2023-04-01,10:36:00,False
escobar,fernandez,eva,C.N.Cadiz,00:00:54.990000,fem,50,braza,alevin,2023-04-01,10:36:00,False
martinez,de,pinillos,C.N.San Fernando,00:00:59.940000,fem,50,braza,alevin,2023-04-01,10:36:00,False
rodriguez,castro,victor,C.D.N. Ciudad De Algeciras,00:02:57.170000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
paez,rodriguez,fernando,C.N. San Fernando,00:03:09.130000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
robles,romero,carlos,C.D.N. Sanlucar,00:03:17.060000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
carbonel,montero,julian,C.N. San Fernando,00:03:20.990000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
castañeda,gil,guillermo,C.N. San Fernando,00:03:24.840000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
lópez,aldea,gonzalo,C.D.N. Sanlucar,00:03:27.320000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
martin,garcia,guillermo,Club Deportivo Waterpolo Jerez,00:03:32.830000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
martin,schmidt,elias,C.N. Los Barrios,00:03:33.400000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
garcia,abellan,jose,Club Deportivo Waterpolo Jerez,00:03:35.850000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
lópez,sánchez,pablo,C.N. Conil,00:03:40.070000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
herrera,gallardo,nicolas,C.N. Portuense,00:03:42.060000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
gómez,muñoz,alejandro,C.N. Portuense,00:03:43.030000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
pérez,macías,luca,C.N. Portuense,00:03:59.960000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
vierbuchen,mark,david,C.D.N. Ciudad De Algeciras,00:04:01.480000,masc,200,estilos,benjamin,2023-03-25,10:12:00,True
garcia,parrado,pablo,C.D.N.Sanlucar,00:01:29.080000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
gonzalez,ford,henry,C.D.N.Ciudad De Algeciras,00:01:30.090000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
calderon,hidalgo,nicolas,C.N.Bahia De Cadiz,00:01:37.160000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
valle,garcia,juan,C.N.San Fernando,00:01:42.440000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
lópez,galán,jaime,C.N.Caballa - Ciudad De Ceuta,00:01:44.180000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
fernandez,clannachan,calum,DkvClub Natacion Jerez,00:01:45,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
calvente,sanchez,fernando,C.N.San Roque,00:01:46.210000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
garrido,garcia,antonio,C.D.N.Ciudad De Algeciras,00:01:46.930000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
rojas,perez,alvaro,C.N.Bahia De Cadiz,00:01:58.950000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
alva,lamazares,julio,C.D.N.Ciudad De Algeciras,00:02:02.790000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
pecino,montedeoca,hugo,C.N.Los Barrios,00:02:03.270000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
rodriguez,torres,gabriel,C.N.Bahia De Cadiz,00:02:04.160000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
lebrero,valle,roberto,C.N.San Fernando,00:02:05.590000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
fontalba,cerrillo,javier,C.N.Caballa - Ciudad De Ceuta,00:02:16.490000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
dieguez,dávila,vicente,C.N.Caballa - Ciudad De Ceuta,00:02:22.670000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
serván,sánchez,daniel,C.N.Los Barrios,00:02:34.970000,masc,100,libre,prebenjamin,2023-01-14,12:08:00,True
aguilar,conesa,julia,C.D.N. Ciudad De Algeciras,00:00:49.410000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
mateo,gómez,leire,C.N. Estepona,00:00:49.630000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
gonzalez,martinez,gema,C.N. San Fernando,00:00:51.330000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
márquez,mateos,ma,C.N. Estepona,00:00:51.460000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
fernandez,mera,julia,Dkv Club Natacion Jerez,00:00:54.560000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
robinson,,anna,C.N. San Roque,00:00:54.740000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
escandon,redruello,candela,C.N. San Fernando,00:00:59.710000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
odero,lazaro,martina,C.D.N. Sanlucar,00:00:59.970000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
rodriguez,zambotto,gabriela,C.D.N. Ciudad De Algeciras,00:01:00.560000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
robinson,,ines,C.N. San Roque,00:01:00.860000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
conde,garrote,elena,C.N. Los Barrios,00:01:03.990000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
rabinowitz,,natalie,C.N. Los Barrios,00:01:04.380000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
herrera,herrera,ariadna,C.N. Los Barrios,00:01:04.640000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
mendez,sarria,emma,C.N. Los Barrios,00:01:06.340000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
morales,garcia,julia,C.D.N. Sanlucar,00:01:17.280000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
gomez,cillero,cloe,C.N. Los Barrios,00:01:30.040000,fem,50,braza,benjamin,2023-04-16,11:30:00,True
ruiz,ledesma,marcos,C.N. Union Rinconada,00:00:32.940000,masc,50,braza,alevin,2023-04-01,10:30:00,False
pelaez,manzano,ivan,C.N. San Fernando,00:00:35.380000,masc,50,braza,alevin,2023-04-01,10:30:00,False
orube,santos,alvaro,Fusion Colombino-Lepe,00:00:36.090000,masc,50,braza,alevin,2023-04-01,10:30:00,False
alcazar,rivas,pepe,Circulo Mercantil,00:00:36.040000,masc,50,braza,alevin,2023-04-01,10:30:00,False
morillo,quiros,daniel,Dkv Club Natacion Jerez,00:00:36.960000,masc,50,braza,alevin,2023-04-01,10:30:00,False
garcia,ferreira,juan,C.N. Dos Hermanas,00:00:37.180000,masc,50,braza,alevin,2023-04-01,10:30:00,False
camacho,gomez,manuel,C.N. Huelva,00:00:37.450000,masc,50,braza,alevin,2023-04-01,10:30:00,False
león,lópez,ángel,Circulo Mercantil,00:00:38.010000,masc,50,braza,alevin,2023-04-01,10:30:00,False
aguaded,eugenio,rodrigo,Fusion Colombino-Lepe,00:00:40.270000,masc,50,braza,alevin,2023-04-01,10:30:00,False
fernandez,llaves,ezequiel,C.N. Bahia De Cadiz,00:00:43.040000,masc,50,braza,alevin,2023-04-01,10:30:00,False
martin,diaz,marco,C.N. Mairena Aljarafe,00:00:43.190000,masc,50,braza,alevin,2023-04-01,10:30:00,False
eizaga,garcia,bruno,C.N. Cadiz,00:00:43.660000,masc,50,braza,alevin,2023-04-01,10:30:00,False
rubio,colorado,tristán,C.N. Dos Hermanas,00:00:43.760000,masc,50,braza,alevin,2023-04-01,10:30:00,False
perez,mora,miguel,C.N. Cadiz,00:00:43.830000,masc,50,braza,alevin,2023-04-01,10:30:00,False
vazquez,doblas,iván,C.N. Dos Hermanas,00:00:44.960000,masc,50,braza,alevin,2023-04-01,10:30:00,False
monge,ferruz,sergio,C.N. Cadiz,00:00:49.760000,masc,50,braza,alevin,2023-04-01,10:30:00,False
garcia,lopez,hugo,C.N. Cadiz,00:00:50.840000,masc,50,braza,alevin,2023-04-01,10:30:00,False
rodriguez,lozano,javier,C.N. Cadiz,00:00:51,masc,50,braza,alevin,2023-04-01,10:30:00,False
delgado,fariñas,alvaro,C.N. Cadiz,00:00:51.580000,masc,50,braza,alevin,2023-04-01,10:30:00,False
andreu,perez-rubio,juan,C.N. Bahia De Cadiz,00:00:56.130000,masc,50,braza,alevin,2023-04-01,10:30:00,False
garcia,peci,joel,C.N. San Fernando,00:00:56.750000,masc,50,braza,alevin,2023-04-01,10:30:00,False
aguilar,conesa,julia,C.D.N. Ciudad De Algeciras,00:00:41.880000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
castillo,ojeda,julia,C.D.N. Ciudad De Algeciras,00:00:43.120000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
gonzalez,martinez,gema,C.N. San Fernando,00:00:44.470000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
nieto,giglio,maría,C.N. Estepona,00:00:44.690000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
molina,delgado,maría,C.N. Estepona,00:00:46.150000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
lozano,mandesis,alicia,C.N. Los Barrios,00:00:47.820000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
fernandez,sanchez,emma,C.N. Los Barrios,00:00:49,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
fernandez,clannachan,alexia,Dkv Club Natacion Jerez,00:00:49.070000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
morales,garcia,julia,C.D.N. Sanlucar,00:00:52.170000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
escandon,redruello,candela,C.N. San Fernando,00:00:52.860000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
odero,lazaro,martina,C.D.N. Sanlucar,00:00:53.310000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
sánchez,tovar,valeria,C.N. Los Barrios,00:00:53.480000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
blanco,ruiz,thelma,C.N. Los Barrios,00:00:55.540000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
mendez,sarria,emma,C.N. Los Barrios,00:00:56.270000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
conde,garrote,elena,C.N. Los Barrios,00:00:56.700000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
rabinowitz,,natalie,C.N. Los Barrios,00:00:59.660000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
gomez,cillero,cloe,C.N. Los Barrios,00:01:05.250000,fem,50,espalda,benjamin,2023-04-16,10:26:00,True
robinson,,anna,C.N.San Roque,00:01:34.900000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
candón,rodríguez,martina,C.N.Puerto Real,00:01:42.210000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
robinson,,ines,C.N.San Roque,00:01:49.080000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
gonzález,martín,triana,C.D.N.Ciudad De Algeciras,00:01:52.030000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
odero,lazaro,martina,C.D.N.Sanlucar,00:01:52.810000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
puig,maline,ana,C.N.San Fernando,00:01:53.540000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
rodriguez,torres,vida,C.N.Bahia De Cadiz,00:01:54.620000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
bautista,sanchez,alba,C.D.N.Ciudad De Algeciras,00:02:00.530000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
barrios,puigdengolas,amalia,DkvClub Natacion Jerez,00:02:02.580000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
garcía,chuejedton,hada,C.N.Bahia De Cadiz,00:02:16.920000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
baro,viña,jimena,C.N.San Fernando,00:02:18.370000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
blanco,ruiz,thelma,C.N.Los Barrios,00:02:26.510000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
benitez,lópez,irina,C.N.Bahia De Cadiz,00:02:37.510000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
gomez,gracia,carlota,C.N.Cadiz,00:03:06.960000,fem,100,libre,benjamin,2023-01-14,12:18:00,True
savitz,matt,99,TarikWaterpolo Team,00:01:01.710000,masc,100,libre,junior-absoluto,2023-02-25,19:23:00,True
perez,vital,ruben,C.D.N.Sanlucar,00:01:02.440000,masc,100,libre,junior-absoluto,2023-02-25,19:23:00,True
kent,merrick,05,TarikWaterpolo Team,00:01:02.510000,masc,100,libre,junior-absoluto,2023-02-25,19:23:00,True
sanjuan,manzano,aitor,C.N.Caballa - Ciudad De Ceuta,00:01:02.630000,masc,100,libre,junior-absoluto,2023-02-25,19:23:00,True
robles,romero,javier,C.D.N.Sanlucar,00:01:03.210000,masc,100,libre,junior-absoluto,2023-02-25,19:23:00,True
bravo,tortosa,miguel,ClubNat. Melilla,00:01:03.800000,masc,100,libre,junior-absoluto,2023-02-25,19:23:00,True
gonzalez,grigoriu,matis,C.N.Estepona,00:01:06.900000,masc,100,libre,junior-absoluto,2023-02-25,19:23:00,True
bekker,david,06,C.N.Torremolinos,00:01:07.970000,masc,100,libre,junior-absoluto,2023-02-25,19:23:00,True
encinas,garcia,hector,C.D.N.Ciudad De Algeciras,00:01:10.220000,masc,100,libre,junior-absoluto,2023-02-25,19:23:00,True
chacon,rodriguez,manue0l,C.N.Ubrique,00:01:14.090000,masc,100,libre,junior-absoluto,2023-02-25,19:23:00,True
castillo,ojeda,julia,C.D.N. Ciudad De Algeciras,00:00:43.150000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
gonzalez,martinez,gema,C.N. San Fernando,00:00:43.900000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
nieto,giglio,maría,C.N. Estepona,00:00:45.590000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
rodriguez,zambotto,gabriela,C.D.N. Ciudad De Algeciras,00:00:46.570000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
millán,cózar,jimena,C.N. Estepona,00:00:47.440000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
ramos,romero,leire,C.D.N. Sanlucar,00:00:48.550000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
estrada,montero,angela,C.N. San Fernando,00:00:50.210000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
lozano,mandesis,alicia,C.N. Los Barrios,00:00:51.380000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
lópez,aldea,carmen,C.D.N. Sanlucar,00:00:52.260000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
fernandez,clannachan,alexia,Dkv Club Natacion Jerez,00:00:52.990000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
robinson,,anna,C.N. San Roque,00:00:55.930000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
fernandez,sanchez,emma,C.N. Los Barrios,00:00:56.910000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
herrera,herrera,ariadna,C.N. Los Barrios,00:00:57.520000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
rabinowitz,,natalie,C.N. Los Barrios,00:01:01.260000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
sánchez,tovar,valeria,C.N. Los Barrios,00:01:05.280000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
robinson,,ines,C.N. San Roque,00:01:05.510000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
blanco,ruiz,thelma,C.N. Los Barrios,00:01:06.520000,fem,50,mariposa,benjamin,2023-04-16,10:09:00,True
serrato,mena,hugo,C.KronosNatación Mijas,00:01:07.890000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
millet,senciales,sergio,C.N.Axarquia,00:01:12.130000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
garcia,carrasco,alejandro,C.N.Estepona,00:01:15.650000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
moyano,lopez,pedro,C.N.Villarrense,00:01:17.320000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
lorite,gonzalez,bruno,Navial,00:01:19.750000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
pavón,weitzner,max,C.N.Fuengirola,00:01:20.510000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
díaz,guerra,javier,C.N.Axarquia,00:01:22.140000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
sánchez,gonzález,alejandro,C.N.Axarquia,00:01:22.700000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
frias,hernandez,gabriel,C.KronosNatación Mijas,00:01:23,masc,100,espalda,alevin,2023-04-01,16:44:00,True
teba,alcázar,luis,C.KronosNatación Mijas,00:01:25.070000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
blanco,jurado,pablo,C.D.N.Inacua Malaga,00:01:26.260000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
varaksa,,siarhei,C.N.Estepona,00:01:26.360000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
garcia,chicón,bruno,C.N.Fuengirola,00:01:26.380000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
zavgorodni,,timur,C.N.Torremolinos,00:01:27.730000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
linares,mata,josé,C.N.Axarquia,00:01:27.990000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
rodriguez,martín,rodrigo,C.N.Axarquia,00:01:29.400000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
nuñez,gonçalves,gonzalo,C.KronosNatación Mijas,00:01:37.330000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
lobach,,maksim,C.N.Torremolinos,00:01:44.420000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
garcía,melendo,juan,C.N.Villarrense,00:01:59.620000,masc,100,espalda,alevin,2023-04-01,16:44:00,True
castillo,ojeda,julia,C.D.N.Ciudad De Algeciras,00:00:36.890000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
aguilar,conesa,julia,C.D.N.Ciudad De Algeciras,00:00:37.490000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
nieto,giglio,maría,C.N.Estepona,00:00:39.620000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
lozano,mandesis,alicia,C.N.Los Barrios,00:00:40.660000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
ramos,romero,leire,C.D.N.Sanlucar,00:00:41.480000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
robinson,,anna,C.N.San Roque,00:00:41.910000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
ramírez,melgar,laura,C.N.Estepona,00:00:43.130000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
lópez,aldea,carmen,C.D.N.Sanlucar,00:00:43.020000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
fernandez,sanchez,emma,C.N.Los Barrios,00:00:44.640000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
mendez,sarria,emma,C.N.Los Barrios,00:00:45.150000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
estrada,montero,angela,C.N.San Fernando,00:00:45.310000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
escandon,redruello,candela,C.N.San Fernando,00:00:45.910000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
sánchez,tovar,valeria,C.N.Los Barrios,00:00:47.290000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
robinson,,ines,C.N.San Roque,00:00:49.190000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
gomez,cillero,cloe,C.N.Los Barrios,00:00:50.510000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
fernandez,mera,julia,DkvClub Natacion Jerez,00:00:51.460000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
herrera,herrera,ariadna,C.N.Los Barrios,00:00:51.740000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
conde,garrote,elena,C.N.Los Barrios,00:00:52.880000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
blanco,ruiz,thelma,C.N.Los Barrios,00:00:56.720000,fem,50,libre,benjamin,2023-04-16,11:48:00,True
candón,rodríguez,martina,C.N. Puerto Real,00:00:54.090000,fem,50,mariposa,benjamin,2023-03-25,10:46:00,True
quiros,rufino,carlota,C.N. San Fernando,00:00:55.180000,fem,50,mariposa,benjamin,2023-03-25,10:46:00,True
baro,viña,jimena,C.N. San Fernando,00:01:06.170000,fem,50,mariposa,benjamin,2023-03-25,10:46:00,True
sánchez,tovar,valeria,C.N. Los Barrios,00:01:07.770000,fem,50,mariposa,benjamin,2023-03-25,10:46:00,True
carbonel,montero,julian,C.N. San Fernando,00:00:43.440000,masc,50,mariposa,benjamin,2023-03-25,10:40:00,True
baro,viña,hector,C.N. San Fernando,00:00:44.960000,masc,50,mariposa,benjamin,2023-03-25,10:40:00,True
rambouk,larrud,imran,C.D.N. Ciudad De Algeciras,00:00:45.450000,masc,50,mariposa,benjamin,2023-03-25,10:40:00,True
rojas,villarin,leo,C.N. Los Barrios,00:00:46.940000,masc,50,mariposa,benjamin,2023-03-25,10:40:00,True
oprea,adrián,marian,C.D.N. Ciudad De Algeciras,00:00:52.070000,masc,50,mariposa,benjamin,2023-03-25,10:40:00,True
bárcena,sánchez,guillermo,C.N. Bahia De Cadiz,00:00:53.810000,masc,50,mariposa,benjamin,2023-03-25,10:40:00,True
luque,dominguez,alexis,C.N. Los Barrios,00:01:16.590000,masc,50,mariposa,benjamin,2023-03-25,10:40:00,True
anaya,carrión,luís,C.N.Axarquia,00:01:19.030000,masc,100,braza,alevin,2023-04-01,17:01:00,True
garcia,carrasco,guillermo,C.N.Estepona,00:01:21.390000,masc,100,braza,alevin,2023-04-01,17:01:00,True
atencia,martín,iván,C.N.Axarquia,00:01:21.560000,masc,100,braza,alevin,2023-04-01,17:01:00,True
labrador,martin,ivan,C.N.San Roque,00:01:23.550000,masc,100,braza,alevin,2023-04-01,17:01:00,True
tabares,gonzalez,samuel,C.N.Villarrense,00:01:25.420000,masc,100,braza,alevin,2023-04-01,17:01:00,True
oliva,flores,marcos,C.N.Estepona,00:01:28,masc,100,braza,alevin,2023-04-01,17:01:00,True
pavón,weitzner,leo,C.N.Fuengirola,00:01:31.950000,masc,100,braza,alevin,2023-04-01,17:01:00,True
efremov,ivanenko,daniel,C.N.Axarquia,00:01:32.100000,masc,100,braza,alevin,2023-04-01,17:01:00,True
torres,gomez,jose,C.N.Villarrense,00:01:36.550000,masc,100,braza,alevin,2023-04-01,17:01:00,True
gomez,garcia,samuel,C.D.N.Ciudad De Algeciras,00:01:40.080000,masc,100,braza,alevin,2023-04-01,17:01:00,True
jaime,gonzález,raúl,C.N.Fuengirola,00:01:43.860000,masc,100,braza,alevin,2023-04-01,17:01:00,True
cabello,chioukha,omar,C.N.Torremolinos,00:01:44.270000,masc,100,braza,alevin,2023-04-01,17:01:00,True
muñoz,mena,alexis,C.N.Los Barrios,00:01:56.470000,masc,100,braza,alevin,2023-04-01,17:01:00,True
gamboa,duran,alejandra,Navial,00:01:27.220000,fem,100,braza,alevin,2023-04-01,17:06:00,True
cardeña,holzmann,telma,C.N. Fuengirola,00:01:29.190000,fem,100,braza,alevin,2023-04-01,17:06:00,True
mateo,gómez,alba,C.N. Estepona,00:01:30,fem,100,braza,alevin,2023-04-01,17:06:00,True
olivia,racoare,carla,C.Kronos Natación Mijas,00:01:33.510000,fem,100,braza,alevin,2023-04-01,17:06:00,True
martínez,garcía,maya,Navial,00:01:34.220000,fem,100,braza,alevin,2023-04-01,17:06:00,True
delgado,chamorro,edurne,C.N. Villarrense,00:01:34.790000,fem,100,braza,alevin,2023-04-01,17:06:00,True
cabezas,vieitez,irene,Navial,00:01:34.980000,fem,100,braza,alevin,2023-04-01,17:06:00,True
fernandez,garcia,alejandra,Navial,00:01:36.650000,fem,100,braza,alevin,2023-04-01,17:06:00,True
mellado,roldan,adriana,Navial,00:01:37.160000,fem,100,braza,alevin,2023-04-01,17:06:00,True
